gta06_hhld,age,total,Mode
5170,41,229,Auto driver
5170,42,90,Auto driver
5170,43,77,Auto driver
5170,44,287,Auto driver
5170,48,251,Auto driver
5170,49,63,Auto driver
5170,50,125,Auto driver
5170,51,249,Auto driver
5170,53,164,Auto driver
5170,54,152,Auto driver
5170,60,153,Auto driver
5170,65,85,Auto driver
5170,68,249,Auto driver
5170,72,31,Auto driver
5170,78,50,Auto driver
5170,79,149,Auto driver
5170,81,50,Auto driver
5170,82,50,Auto driver
5171,25,50,Auto driver
5171,26,138,Auto driver
5171,27,275,Auto driver
5171,28,99,Auto driver
5171,30,99,Auto driver
5171,35,86,Auto driver
5171,38,92,Auto driver
5171,39,92,Auto driver
5171,48,282,Auto driver
5171,49,104,Auto driver
5171,53,424,Auto driver
5171,55,33,Auto driver
5171,56,144,Auto driver
5171,61,193,Auto driver
5171,62,33,Auto driver
5171,63,152,Auto driver
5171,67,102,Auto driver
5171,70,113,Auto driver
5171,71,42,Auto driver
5171,72,102,Auto driver
5171,78,15,Auto driver
5172,22,77,Auto driver
5172,25,113,Auto driver
5172,28,100,Auto driver
5172,32,225,Auto driver
5172,33,65,Auto driver
5172,34,65,Auto driver
5172,35,264,Auto driver
5172,36,95,Auto driver
5172,40,49,Auto driver
5172,44,97,Auto driver
5172,46,125,Auto driver
5172,55,115,Auto driver
5172,63,18,Auto driver
5172,64,49,Auto driver
5172,70,82,Auto driver
5173,33,135,Auto driver
5173,41,191,Auto driver
5173,67,68,Auto driver
5174,16,81,Auto driver
5174,28,56,Auto driver
5174,31,36,Auto driver
5174,32,36,Auto driver
5174,33,58,Auto driver
5174,34,36,Auto driver
5174,36,19,Auto driver
5174,40,422,Auto driver
5174,41,72,Auto driver
5174,42,200,Auto driver
5174,43,188,Auto driver
5174,45,134,Auto driver
5174,46,33,Auto driver
5174,47,112,Auto driver
5174,52,398,Auto driver
5174,55,188,Auto driver
5174,58,111,Auto driver
5174,61,64,Auto driver
5174,62,69,Auto driver
5174,67,21,Auto driver
5174,68,21,Auto driver
5174,69,70,Auto driver
5174,71,66,Auto driver
5175,20,34,Auto driver
5175,26,64,Auto driver
5175,27,90,Auto driver
5175,29,60,Auto driver
5175,30,165,Auto driver
5175,41,225,Auto driver
5175,42,186,Auto driver
5175,47,102,Auto driver
5175,48,203,Auto driver
5175,50,157,Auto driver
5175,53,80,Auto driver
5175,54,83,Auto driver
5175,55,57,Auto driver
5175,59,106,Auto driver
5175,60,102,Auto driver
5175,61,21,Auto driver
5175,63,46,Auto driver
5175,65,84,Auto driver
5175,67,108,Auto driver
5175,69,43,Auto driver
5175,70,42,Auto driver
5175,75,297,Auto driver
5175,76,56,Auto driver
5175,77,182,Auto driver
5176,28,117,Auto driver
5176,31,487,Auto driver
5176,32,124,Auto driver
5176,35,106,Auto driver
5176,39,145,Auto driver
5176,44,1444,Auto driver
5176,48,145,Auto driver
5176,50,324,Auto driver
5176,51,132,Auto driver
5176,56,682,Auto driver
5176,59,87,Auto driver
5176,61,142,Auto driver
5176,62,87,Auto driver
5176,63,83,Auto driver
5176,73,124,Auto driver
5176,78,36,Auto driver
5177,17,52,Auto driver
5177,18,55,Auto driver
5177,22,110,Auto driver
5177,24,79,Auto driver
5177,27,203,Auto driver
5177,34,137,Auto driver
5177,35,91,Auto driver
5177,36,61,Auto driver
5177,40,120,Auto driver
5177,42,38,Auto driver
5177,43,115,Auto driver
5177,44,138,Auto driver
5177,45,52,Auto driver
5177,49,9,Auto driver
5177,51,113,Auto driver
5177,52,240,Auto driver
5177,54,47,Auto driver
5177,55,184,Auto driver
5177,56,82,Auto driver
5177,58,130,Auto driver
5177,59,400,Auto driver
5177,60,147,Auto driver
5177,62,43,Auto driver
5177,65,28,Auto driver
5177,66,40,Auto driver
5177,68,158,Auto driver
5177,69,58,Auto driver
5177,71,57,Auto driver
5177,72,60,Auto driver
5177,73,116,Auto driver
5177,74,29,Auto driver
5177,76,14,Auto driver
5178,20,89,Auto driver
5178,26,78,Auto driver
5178,28,113,Auto driver
5178,29,203,Auto driver
5178,31,115,Auto driver
5178,32,113,Auto driver
5178,33,225,Auto driver
5178,38,40,Auto driver
5178,39,69,Auto driver
5178,42,93,Auto driver
5178,47,413,Auto driver
5178,48,49,Auto driver
5178,54,185,Auto driver
5178,58,260,Auto driver
5178,59,114,Auto driver
5178,60,271,Auto driver
5178,61,78,Auto driver
5178,62,87,Auto driver
5178,63,67,Auto driver
5178,64,84,Auto driver
5178,65,95,Auto driver
5178,66,144,Auto driver
5178,67,83,Auto driver
5178,68,172,Auto driver
5178,70,68,Auto driver
5178,71,47,Auto driver
5178,72,145,Auto driver
5178,76,61,Auto driver
5178,78,61,Auto driver
5178,81,49,Auto driver
5179,23,189,Auto driver
5179,26,410,Auto driver
5179,28,48,Auto driver
5179,30,115,Auto driver
5179,31,49,Auto driver
5179,32,206,Auto driver
5179,33,153,Auto driver
5179,34,528,Auto driver
5179,35,57,Auto driver
5179,36,271,Auto driver
5179,42,89,Auto driver
5179,43,132,Auto driver
5179,45,132,Auto driver
5179,46,93,Auto driver
5179,49,80,Auto driver
5179,51,53,Auto driver
5179,52,159,Auto driver
5179,55,46,Auto driver
5179,57,94,Auto driver
5179,63,94,Auto driver
5179,65,180,Auto driver
5179,66,162,Auto driver
5179,67,98,Auto driver
5179,68,50,Auto driver
5179,69,37,Auto driver
5179,70,77,Auto driver
5179,72,32,Auto driver
5179,81,44,Auto driver
5179,84,30,Auto driver
5179,93,29,Auto driver
5180,25,354,Auto driver
5180,26,436,Auto driver
5180,29,134,Auto driver
5180,30,48,Auto driver
5180,31,120,Auto driver
5180,32,305,Auto driver
5180,33,114,Auto driver
5180,35,52,Auto driver
5180,36,157,Auto driver
5180,37,80,Auto driver
5180,38,91,Auto driver
5180,39,593,Auto driver
5180,42,179,Auto driver
5180,45,219,Auto driver
5180,49,118,Auto driver
5180,54,63,Auto driver
5180,56,134,Auto driver
5180,57,202,Auto driver
5180,58,82,Auto driver
5180,60,87,Auto driver
5180,61,610,Auto driver
5180,64,408,Auto driver
5180,66,102,Auto driver
5180,68,79,Auto driver
5180,72,312,Auto driver
5181,28,132,Auto driver
5181,29,197,Auto driver
5181,33,534,Auto driver
5181,36,71,Auto driver
5181,40,120,Auto driver
5181,41,114,Auto driver
5181,45,208,Auto driver
5181,46,213,Auto driver
5181,49,538,Auto driver
5181,50,283,Auto driver
5181,55,96,Auto driver
5181,60,594,Auto driver
5181,63,21,Auto driver
5181,65,60,Auto driver
5181,68,60,Auto driver
5181,76,36,Auto driver
5181,82,46,Auto driver
5182,27,51,Auto driver
5182,33,103,Auto driver
5182,35,106,Auto driver
5182,37,527,Auto driver
5182,43,64,Auto driver
5182,44,127,Auto driver
5182,45,211,Auto driver
5182,47,106,Auto driver
5182,48,419,Auto driver
5182,50,49,Auto driver
5182,52,225,Auto driver
5182,53,103,Auto driver
5182,56,71,Auto driver
5182,58,106,Auto driver
5182,60,35,Auto driver
5182,70,60,Auto driver
5182,74,80,Auto driver
5182,79,57,Auto driver
5183,25,92,Auto driver
5183,29,104,Auto driver
5183,30,229,Auto driver
5183,34,195,Auto driver
5183,40,178,Auto driver
5183,44,195,Auto driver
5183,49,125,Auto driver
5183,52,145,Auto driver
5183,53,353,Auto driver
5183,64,58,Auto driver
5183,66,32,Auto driver
5183,67,58,Auto driver
5183,68,105,Auto driver
5183,76,72,Auto driver
5184,42,172,Auto driver
5184,63,246,Auto driver
5186,25,97,Auto driver
5186,27,309,Auto driver
5186,28,97,Auto driver
5186,31,457,Auto driver
5186,34,153,Auto driver
5186,36,78,Auto driver
5186,45,83,Auto driver
5186,46,33,Auto driver
5186,55,100,Auto driver
5187,19,362,Auto driver
5187,23,718,Auto driver
5187,31,270,Auto driver
5187,32,165,Auto driver
5187,38,102,Auto driver
5187,39,102,Auto driver
5187,40,80,Auto driver
5187,43,114,Auto driver
5187,46,157,Auto driver
5187,47,452,Auto driver
5187,48,362,Auto driver
5187,55,79,Auto driver
5187,60,98,Auto driver
5187,62,42,Auto driver
5187,64,125,Auto driver
5187,67,47,Auto driver
5187,69,252,Auto driver
5187,70,62,Auto driver
5187,71,131,Auto driver
5187,78,154,Auto driver
5187,82,162,Auto driver
5187,97,162,Auto driver
5188,18,184,Auto driver
5188,22,92,Auto driver
5188,29,46,Auto driver
5188,35,109,Auto driver
5188,38,98,Auto driver
5188,59,184,Auto driver
5188,61,295,Auto driver
5188,65,58,Auto driver
5188,66,81,Auto driver
5188,68,69,Auto driver
5188,76,21,Auto driver
5190,36,134,Auto driver
5191,22,35,Auto driver
5191,24,17,Auto driver
5191,31,117,Auto driver
5191,36,87,Auto driver
5191,38,61,Auto driver
5191,40,835,Auto driver
5191,42,88,Auto driver
5191,43,246,Auto driver
5191,45,106,Auto driver
5191,46,379,Auto driver
5191,50,312,Auto driver
5191,51,279,Auto driver
5191,52,335,Auto driver
5191,57,85,Auto driver
5191,58,45,Auto driver
5191,60,114,Auto driver
5191,61,131,Auto driver
5191,62,119,Auto driver
5191,63,67,Auto driver
5191,64,93,Auto driver
5191,65,398,Auto driver
5191,66,117,Auto driver
5191,67,100,Auto driver
5191,71,34,Auto driver
5191,72,83,Auto driver
5191,73,187,Auto driver
5191,74,76,Auto driver
5191,75,60,Auto driver
5191,77,240,Auto driver
5191,78,19,Auto driver
5191,83,228,Auto driver
5192,25,33,Auto driver
5192,29,114,Auto driver
5192,36,54,Auto driver
5192,40,187,Auto driver
5192,41,362,Auto driver
5192,42,161,Auto driver
5192,43,349,Auto driver
5192,49,53,Auto driver
5192,55,96,Auto driver
5192,62,25,Auto driver
5192,63,46,Auto driver
5192,66,66,Auto driver
5192,70,20,Auto driver
5192,71,39,Auto driver
5192,73,40,Auto driver
5192,74,39,Auto driver
5192,77,54,Auto driver
5192,81,29,Auto driver
5193,67,163,Auto driver
5194,21,76,Auto driver
5194,22,80,Auto driver
5194,28,263,Auto driver
5194,29,364,Auto driver
5194,30,23,Auto driver
5194,33,47,Auto driver
5194,34,71,Auto driver
5194,39,35,Auto driver
5194,43,101,Auto driver
5194,53,61,Auto driver
5194,54,76,Auto driver
5194,55,1488,Auto driver
5194,56,64,Auto driver
5194,58,32,Auto driver
5194,59,114,Auto driver
5194,63,111,Auto driver
5194,64,58,Auto driver
5194,71,60,Auto driver
5194,83,44,Auto driver
5195,30,77,Auto driver
5195,32,284,Auto driver
5195,39,43,Auto driver
5195,43,101,Auto driver
5195,49,71,Auto driver
5195,54,73,Auto driver
5195,57,98,Auto driver
5195,65,177,Auto driver
5196,24,179,Auto driver
5196,25,264,Auto driver
5196,29,71,Auto driver
5196,36,33,Auto driver
5196,38,111,Auto driver
5196,40,333,Auto driver
5196,41,177,Auto driver
5196,46,131,Auto driver
5196,47,87,Auto driver
5196,48,115,Auto driver
5196,49,173,Auto driver
5196,50,136,Auto driver
5196,51,36,Auto driver
5196,55,272,Auto driver
5196,60,99,Auto driver
5196,61,43,Auto driver
5196,63,28,Auto driver
5196,70,44,Auto driver
5196,71,39,Auto driver
5197,37,42,Auto driver
5197,51,30,Auto driver
5197,62,69,Auto driver
5197,65,59,Auto driver
5198,27,69,Auto driver
5198,38,59,Auto driver
5198,44,49,Auto driver
5198,51,52,Auto driver
5198,53,74,Auto driver
5198,54,52,Auto driver
5198,60,69,Auto driver
5198,61,34,Auto driver
5198,67,116,Auto driver
5198,68,136,Auto driver
5198,72,127,Auto driver
5198,75,59,Auto driver
5199,26,179,Auto driver
5199,30,179,Auto driver
5199,32,300,Auto driver
5199,43,46,Auto driver
5199,46,105,Auto driver
5199,49,282,Auto driver
5199,55,230,Auto driver
5199,60,109,Auto driver
5200,28,14,Auto driver
5200,30,106,Auto driver
5200,31,131,Auto driver
5200,34,160,Auto driver
5200,36,273,Auto driver
5200,40,71,Auto driver
5200,41,119,Auto driver
5200,42,90,Auto driver
5200,44,175,Auto driver
5200,46,518,Auto driver
5200,47,68,Auto driver
5200,49,68,Auto driver
5200,52,57,Auto driver
5200,53,416,Auto driver
5200,55,48,Auto driver
5200,57,140,Auto driver
5200,58,358,Auto driver
5200,59,104,Auto driver
5200,61,190,Auto driver
5200,62,72,Auto driver
5200,63,131,Auto driver
5200,64,220,Auto driver
5200,68,212,Auto driver
5200,69,409,Auto driver
5200,71,55,Auto driver
5200,73,263,Auto driver
5200,74,99,Auto driver
5200,75,183,Auto driver
5200,78,359,Auto driver
5201,31,181,Auto driver
5201,32,83,Auto driver
5201,38,17,Auto driver
5201,43,265,Auto driver
5201,45,149,Auto driver
5201,52,10,Auto driver
5201,57,49,Auto driver
5201,59,19,Auto driver
5202,21,279,Auto driver
5202,25,163,Auto driver
5202,36,417,Auto driver
5202,37,129,Auto driver
5202,38,251,Auto driver
5202,41,134,Auto driver
5202,42,29,Auto driver
5202,47,53,Auto driver
5202,54,664,Auto driver
5202,55,76,Auto driver
5202,59,89,Auto driver
5202,60,224,Auto driver
5202,61,94,Auto driver
5202,62,263,Auto driver
5202,63,331,Auto driver
5202,64,75,Auto driver
5202,65,485,Auto driver
5202,66,32,Auto driver
5202,67,204,Auto driver
5202,68,32,Auto driver
5202,69,91,Auto driver
5202,70,156,Auto driver
5202,73,78,Auto driver
5202,74,32,Auto driver
5202,80,71,Auto driver
5202,86,51,Auto driver
5203,26,81,Auto driver
5203,27,192,Auto driver
5203,29,161,Auto driver
5203,30,134,Auto driver
5203,32,413,Auto driver
5203,35,29,Auto driver
5203,37,196,Auto driver
5203,39,287,Auto driver
5203,40,53,Auto driver
5203,44,385,Auto driver
5203,46,240,Auto driver
5203,47,26,Auto driver
5203,48,383,Auto driver
5203,50,47,Auto driver
5203,51,48,Auto driver
5203,54,146,Auto driver
5203,55,30,Auto driver
5203,57,90,Auto driver
5203,58,164,Auto driver
5203,59,169,Auto driver
5203,60,105,Auto driver
5203,64,91,Auto driver
5203,65,45,Auto driver
5203,67,57,Auto driver
5203,68,45,Auto driver
5203,77,135,Auto driver
5204,25,32,Auto driver
5204,26,41,Auto driver
5204,27,543,Auto driver
5204,32,136,Auto driver
5204,33,260,Auto driver
5204,34,84,Auto driver
5204,37,83,Auto driver
5204,40,16,Auto driver
5204,47,163,Auto driver
5204,49,41,Auto driver
5204,56,77,Auto driver
5204,62,202,Auto driver
5204,63,17,Auto driver
5205,25,279,Auto driver
5205,27,38,Auto driver
5205,30,704,Auto driver
5205,38,85,Auto driver
5205,39,85,Auto driver
5205,40,120,Auto driver
5205,42,133,Auto driver
5205,43,29,Auto driver
5205,44,120,Auto driver
5205,45,87,Auto driver
5205,46,466,Auto driver
5205,51,26,Auto driver
5205,52,264,Auto driver
5205,53,267,Auto driver
5205,54,222,Auto driver
5205,56,76,Auto driver
5205,57,85,Auto driver
5205,58,38,Auto driver
5205,60,38,Auto driver
5205,61,80,Auto driver
5205,63,658,Auto driver
5205,64,92,Auto driver
5205,65,135,Auto driver
5205,66,32,Auto driver
5205,69,133,Auto driver
5205,70,513,Auto driver
5205,71,191,Auto driver
5205,72,29,Auto driver
5205,73,240,Auto driver
5205,74,125,Auto driver
5205,75,102,Auto driver
5205,76,288,Auto driver
5205,78,65,Auto driver
5205,80,51,Auto driver
5205,83,108,Auto driver
5205,87,108,Auto driver
5205,90,65,Auto driver
5205,91,62,Auto driver
5206,22,185,Auto driver
5206,26,40,Auto driver
5206,28,40,Auto driver
5206,31,209,Auto driver
5206,33,97,Auto driver
5206,34,306,Auto driver
5206,35,48,Auto driver
5206,37,1264,Auto driver
5206,39,36,Auto driver
5206,42,36,Auto driver
5206,59,80,Auto driver
5206,60,87,Auto driver
5206,69,59,Auto driver
5207,23,473,Auto driver
5207,24,63,Auto driver
5207,25,565,Auto driver
5207,28,138,Auto driver
5207,29,433,Auto driver
5207,34,59,Auto driver
5207,36,141,Auto driver
5207,38,201,Auto driver
5207,39,247,Auto driver
5207,40,85,Auto driver
5207,41,61,Auto driver
5207,42,204,Auto driver
5207,45,282,Auto driver
5207,46,47,Auto driver
5207,47,223,Auto driver
5207,48,133,Auto driver
5207,49,533,Auto driver
5207,50,353,Auto driver
5207,51,112,Auto driver
5207,52,53,Auto driver
5207,53,111,Auto driver
5207,56,188,Auto driver
5207,57,611,Auto driver
5207,58,88,Auto driver
5207,59,417,Auto driver
5207,61,275,Auto driver
5207,62,233,Auto driver
5207,63,139,Auto driver
5207,64,40,Auto driver
5207,65,84,Auto driver
5207,66,134,Auto driver
5207,67,34,Auto driver
5207,68,76,Auto driver
5207,70,68,Auto driver
5207,71,198,Auto driver
5207,72,96,Auto driver
5207,73,309,Auto driver
5207,75,280,Auto driver
5207,77,113,Auto driver
5207,80,75,Auto driver
5207,81,54,Auto driver
5207,91,46,Auto driver
5208,20,489,Auto driver
5208,24,14,Auto driver
5208,25,216,Auto driver
5208,26,115,Auto driver
5208,27,237,Auto driver
5208,31,117,Auto driver
5208,32,123,Auto driver
5208,33,327,Auto driver
5208,34,185,Auto driver
5208,35,55,Auto driver
5208,36,160,Auto driver
5208,37,594,Auto driver
5208,39,328,Auto driver
5208,40,117,Auto driver
5208,44,188,Auto driver
5208,45,1364,Auto driver
5208,46,175,Auto driver
5208,48,97,Auto driver
5208,49,306,Auto driver
5208,50,55,Auto driver
5208,51,74,Auto driver
5208,52,97,Auto driver
5208,58,127,Auto driver
5208,60,38,Auto driver
5208,62,170,Auto driver
5208,63,398,Auto driver
5208,65,87,Auto driver
5208,66,35,Auto driver
5208,70,124,Auto driver
5208,73,57,Auto driver
5208,76,46,Auto driver
5208,77,46,Auto driver
5208,81,88,Auto driver
5208,82,102,Auto driver
5208,98,30,Auto driver
5210,42,220,Auto driver
5210,59,64,Auto driver
5210,62,63,Auto driver
5210,75,36,Auto driver
5212,22,94,Auto driver
5212,29,28,Auto driver
5212,31,56,Auto driver
5212,32,106,Auto driver
5212,33,116,Auto driver
5212,34,177,Auto driver
5212,41,103,Auto driver
5212,44,57,Auto driver
5212,51,305,Auto driver
5212,52,333,Auto driver
5212,54,53,Auto driver
5212,56,26,Auto driver
5212,57,91,Auto driver
5212,58,255,Auto driver
5212,59,385,Auto driver
5212,60,153,Auto driver
5212,61,64,Auto driver
5212,62,113,Auto driver
5212,63,204,Auto driver
5212,65,203,Auto driver
5212,66,32,Auto driver
5212,70,38,Auto driver
5212,72,38,Auto driver
5212,74,114,Auto driver
5212,75,64,Auto driver
5213,52,61,Auto driver
5213,54,61,Auto driver
5213,76,61,Auto driver
5214,23,37,Auto driver
5214,41,74,Auto driver
5214,50,35,Auto driver
5214,52,193,Auto driver
5214,59,56,Auto driver
5214,62,56,Auto driver
5214,63,38,Auto driver
5214,75,56,Auto driver
5215,34,430,Auto driver
5215,50,55,Auto driver
5215,52,51,Auto driver
5215,54,55,Auto driver
5215,58,45,Auto driver
5215,62,113,Auto driver
5215,81,80,Auto driver
5216,18,412,Auto driver
5216,19,66,Auto driver
5216,20,103,Auto driver
5216,21,166,Auto driver
5216,25,127,Auto driver
5216,31,240,Auto driver
5216,32,188,Auto driver
5216,33,72,Auto driver
5216,34,93,Auto driver
5216,35,156,Auto driver
5216,36,48,Auto driver
5216,38,90,Auto driver
5216,39,45,Auto driver
5216,40,31,Auto driver
5216,41,262,Auto driver
5216,42,91,Auto driver
5216,43,390,Auto driver
5216,44,71,Auto driver
5216,45,35,Auto driver
5216,47,246,Auto driver
5216,48,246,Auto driver
5216,50,187,Auto driver
5216,51,247,Auto driver
5216,52,242,Auto driver
5216,53,30,Auto driver
5216,55,127,Auto driver
5216,56,230,Auto driver
5216,57,75,Auto driver
5216,58,188,Auto driver
5216,59,114,Auto driver
5216,61,57,Auto driver
5216,62,356,Auto driver
5216,63,43,Auto driver
5216,64,536,Auto driver
5216,65,29,Auto driver
5216,66,72,Auto driver
5216,67,19,Auto driver
5216,68,28,Auto driver
5216,70,149,Auto driver
5216,71,142,Auto driver
5216,72,105,Auto driver
5216,76,24,Auto driver
5216,79,42,Auto driver
5216,81,36,Auto driver
5216,99,70,Auto driver
5219,20,88,Auto driver
5219,24,44,Auto driver
5219,33,60,Auto driver
5219,40,60,Auto driver
5219,42,692,Auto driver
5219,44,117,Auto driver
5219,45,61,Auto driver
5219,46,264,Auto driver
5219,50,158,Auto driver
5219,57,29,Auto driver
5219,59,115,Auto driver
5219,60,210,Auto driver
5219,61,38,Auto driver
5219,62,301,Auto driver
5219,63,19,Auto driver
5219,66,128,Auto driver
5219,67,175,Auto driver
5219,68,103,Auto driver
5219,69,205,Auto driver
5219,70,251,Auto driver
5219,72,26,Auto driver
5219,73,114,Auto driver
5219,74,74,Auto driver
5219,75,222,Auto driver
5219,76,123,Auto driver
5219,78,37,Auto driver
5219,80,25,Auto driver
5219,82,49,Auto driver
5219,83,49,Auto driver
5223,18,102,Auto driver
5223,19,204,Auto driver
5223,24,54,Auto driver
5223,25,29,Auto driver
5223,27,163,Auto driver
5223,29,135,Auto driver
5223,31,102,Auto driver
5223,33,43,Auto driver
5223,35,64,Auto driver
5223,38,99,Auto driver
5223,39,214,Auto driver
5223,40,147,Auto driver
5223,45,102,Auto driver
5223,48,169,Auto driver
5223,49,42,Auto driver
5223,51,96,Auto driver
5223,52,292,Auto driver
5223,55,32,Auto driver
5223,56,52,Auto driver
5223,57,37,Auto driver
5223,58,128,Auto driver
5223,60,406,Auto driver
5223,61,50,Auto driver
5223,62,124,Auto driver
5223,63,83,Auto driver
5223,64,87,Auto driver
5223,65,82,Auto driver
5223,66,27,Auto driver
5223,67,27,Auto driver
5223,68,82,Auto driver
5223,70,29,Auto driver
5223,71,28,Auto driver
5223,74,98,Auto driver
5223,76,31,Auto driver
5223,79,32,Auto driver
5223,99,271,Auto driver
5224,21,208,Auto driver
5224,22,37,Auto driver
5224,24,296,Auto driver
5224,25,72,Auto driver
5224,27,26,Auto driver
5224,35,72,Auto driver
5224,36,72,Auto driver
5224,38,31,Auto driver
5224,39,33,Auto driver
5224,41,210,Auto driver
5224,42,26,Auto driver
5224,43,115,Auto driver
5224,44,224,Auto driver
5224,45,32,Auto driver
5224,48,83,Auto driver
5224,49,53,Auto driver
5224,50,119,Auto driver
5224,51,53,Auto driver
5224,52,38,Auto driver
5224,53,243,Auto driver
5224,54,35,Auto driver
5224,55,38,Auto driver
5224,56,56,Auto driver
5224,57,303,Auto driver
5224,60,217,Auto driver
5224,61,118,Auto driver
5224,62,38,Auto driver
5224,63,38,Auto driver
5224,64,72,Auto driver
5224,65,46,Auto driver
5224,67,75,Auto driver
5224,68,59,Auto driver
5224,69,75,Auto driver
5224,70,30,Auto driver
5224,75,28,Auto driver
5224,78,75,Auto driver
5225,17,65,Auto driver
5225,38,156,Auto driver
5225,39,26,Auto driver
5225,41,154,Auto driver
5225,43,26,Auto driver
5225,52,259,Auto driver
5225,62,67,Auto driver
5225,65,30,Auto driver
5225,68,58,Auto driver
5225,69,89,Auto driver
5225,75,26,Auto driver
5225,80,25,Auto driver
5225,81,37,Auto driver
5225,82,44,Auto driver
5226,20,98,Auto driver
5226,21,148,Auto driver
5226,22,301,Auto driver
5226,23,255,Auto driver
5226,27,29,Auto driver
5226,30,51,Auto driver
5226,39,56,Auto driver
5226,40,124,Auto driver
5226,41,225,Auto driver
5226,42,397,Auto driver
5226,43,110,Auto driver
5226,44,603,Auto driver
5226,45,49,Auto driver
5226,46,389,Auto driver
5226,47,391,Auto driver
5226,48,203,Auto driver
5226,53,436,Auto driver
5226,54,655,Auto driver
5226,55,121,Auto driver
5226,56,25,Auto driver
5226,57,140,Auto driver
5226,58,307,Auto driver
5226,59,183,Auto driver
5226,60,250,Auto driver
5226,61,75,Auto driver
5226,62,126,Auto driver
5226,63,25,Auto driver
5226,64,28,Auto driver
5226,65,74,Auto driver
5226,66,52,Auto driver
5226,67,111,Auto driver
5226,69,47,Auto driver
5226,70,74,Auto driver
5226,71,25,Auto driver
5226,72,25,Auto driver
5226,73,28,Auto driver
5226,74,25,Auto driver
5226,76,16,Auto driver
5226,79,16,Auto driver
5226,82,34,Auto driver
5227,22,58,Auto driver
5227,25,44,Auto driver
5227,37,21,Auto driver
5227,40,32,Auto driver
5227,53,72,Auto driver
5227,58,36,Auto driver
5227,59,37,Auto driver
5227,61,50,Auto driver
5227,62,116,Auto driver
5227,63,28,Auto driver
5227,67,87,Auto driver
5227,68,28,Auto driver
5227,69,25,Auto driver
5227,72,38,Auto driver
5227,76,35,Auto driver
5228,30,61,Auto driver
5228,48,33,Auto driver
5228,58,33,Auto driver
5228,71,61,Auto driver
5228,74,61,Auto driver
5228,80,23,Auto driver
5229,27,160,Auto driver
5229,28,298,Auto driver
5229,29,209,Auto driver
5229,30,356,Auto driver
5229,31,308,Auto driver
5229,36,199,Auto driver
5229,37,1345,Auto driver
5229,38,481,Auto driver
5229,39,150,Auto driver
5229,40,556,Auto driver
5229,41,75,Auto driver
5229,42,21,Auto driver
5229,44,26,Auto driver
5229,45,148,Auto driver
5229,46,98,Auto driver
5229,47,67,Auto driver
5229,52,51,Auto driver
5229,54,189,Auto driver
5229,57,53,Auto driver
5229,59,24,Auto driver
5229,60,167,Auto driver
5229,61,28,Auto driver
5229,63,310,Auto driver
5229,66,48,Auto driver
5229,67,27,Auto driver
5229,79,51,Auto driver
5229,86,29,Auto driver
5230,16,53,Auto driver
5230,20,120,Auto driver
5230,22,240,Auto driver
5230,25,30,Auto driver
5230,27,161,Auto driver
5230,28,170,Auto driver
5230,29,120,Auto driver
5230,30,372,Auto driver
5230,31,71,Auto driver
5230,32,514,Auto driver
5230,33,75,Auto driver
5230,35,295,Auto driver
5230,36,220,Auto driver
5230,38,125,Auto driver
5230,39,124,Auto driver
5230,40,243,Auto driver
5230,42,71,Auto driver
5230,43,57,Auto driver
5230,44,86,Auto driver
5230,45,259,Auto driver
5230,53,501,Auto driver
5230,54,107,Auto driver
5230,57,75,Auto driver
5230,58,133,Auto driver
5230,59,331,Auto driver
5230,60,503,Auto driver
5230,61,226,Auto driver
5230,62,199,Auto driver
5230,63,51,Auto driver
5230,64,33,Auto driver
5230,65,49,Auto driver
5230,67,89,Auto driver
5230,69,133,Auto driver
5230,71,29,Auto driver
5230,74,52,Auto driver
5230,76,20,Auto driver
5230,78,134,Auto driver
5230,84,23,Auto driver
5231,16,39,Auto driver
5231,19,104,Auto driver
5231,20,92,Auto driver
5231,29,213,Auto driver
5231,30,54,Auto driver
5231,34,163,Auto driver
5231,35,163,Auto driver
5231,36,38,Auto driver
5231,38,589,Auto driver
5231,40,123,Auto driver
5231,43,50,Auto driver
5231,45,67,Auto driver
5231,46,61,Auto driver
5231,47,311,Auto driver
5231,48,104,Auto driver
5231,52,335,Auto driver
5231,55,50,Auto driver
5231,56,92,Auto driver
5231,58,29,Auto driver
5231,59,275,Auto driver
5231,61,103,Auto driver
5231,62,56,Auto driver
5231,63,57,Auto driver
5231,67,41,Auto driver
5231,68,176,Auto driver
5231,70,102,Auto driver
5231,71,44,Auto driver
5231,72,29,Auto driver
5231,73,44,Auto driver
5231,74,49,Auto driver
5231,77,55,Auto driver
5231,81,100,Auto driver
5231,82,27,Auto driver
5232,17,325,Auto driver
5232,19,57,Auto driver
5232,20,251,Auto driver
5232,21,54,Auto driver
5232,22,217,Auto driver
5232,23,202,Auto driver
5232,24,114,Auto driver
5232,25,170,Auto driver
5232,26,229,Auto driver
5232,27,135,Auto driver
5232,30,224,Auto driver
5232,31,115,Auto driver
5232,32,159,Auto driver
5232,33,209,Auto driver
5232,34,224,Auto driver
5232,35,102,Auto driver
5232,36,334,Auto driver
5232,37,26,Auto driver
5232,38,386,Auto driver
5232,39,143,Auto driver
5232,40,39,Auto driver
5232,41,63,Auto driver
5232,42,47,Auto driver
5232,43,459,Auto driver
5232,44,100,Auto driver
5232,45,251,Auto driver
5232,46,210,Auto driver
5232,47,567,Auto driver
