gta06_hhld,age,total,Mode
5192,23,189,Transit (Excluding GO rail)
5192,26,152,Transit (Excluding GO rail)
5192,27,67,Transit (Excluding GO rail)
5192,29,67,Transit (Excluding GO rail)
5192,32,33,Transit (Excluding GO rail)
5192,34,67,Transit (Excluding GO rail)
5192,43,89,Transit (Excluding GO rail)
5192,45,53,Transit (Excluding GO rail)
5192,46,53,Transit (Excluding GO rail)
5192,54,80,Transit (Excluding GO rail)
5192,58,64,Transit (Excluding GO rail)
5192,63,46,Transit (Excluding GO rail)
5192,70,51,Transit (Excluding GO rail)
5192,84,55,Transit (Excluding GO rail)
5194,15,86,Transit (Excluding GO rail)
5194,45,23,Transit (Excluding GO rail)
5194,53,61,Transit (Excluding GO rail)
5194,77,20,Transit (Excluding GO rail)
5194,81,20,Transit (Excluding GO rail)
5195,18,68,Transit (Excluding GO rail)
5195,26,116,Transit (Excluding GO rail)
5195,28,28,Transit (Excluding GO rail)
5195,49,118,Transit (Excluding GO rail)
5195,52,109,Transit (Excluding GO rail)
5195,56,68,Transit (Excluding GO rail)
5196,19,38,Transit (Excluding GO rail)
5196,20,45,Transit (Excluding GO rail)
5196,21,180,Transit (Excluding GO rail)
5196,24,162,Transit (Excluding GO rail)
5196,31,47,Transit (Excluding GO rail)
5196,32,33,Transit (Excluding GO rail)
5196,34,94,Transit (Excluding GO rail)
5196,60,52,Transit (Excluding GO rail)
5196,66,19,Transit (Excluding GO rail)
5198,15,26,Transit (Excluding GO rail)
5198,20,64,Transit (Excluding GO rail)
5198,29,34,Transit (Excluding GO rail)
5199,15,149,Transit (Excluding GO rail)
5199,17,252,Transit (Excluding GO rail)
5199,21,268,Transit (Excluding GO rail)
5199,28,50,Transit (Excluding GO rail)
5199,36,114,Transit (Excluding GO rail)
5199,50,105,Transit (Excluding GO rail)
5199,51,23,Transit (Excluding GO rail)
5199,79,190,Transit (Excluding GO rail)
5200,35,75,Transit (Excluding GO rail)
5200,39,62,Transit (Excluding GO rail)
5200,52,130,Transit (Excluding GO rail)
5200,53,42,Transit (Excluding GO rail)
5200,55,23,Transit (Excluding GO rail)
5200,56,51,Transit (Excluding GO rail)
5200,67,67,Transit (Excluding GO rail)
5200,69,168,Transit (Excluding GO rail)
5200,71,67,Transit (Excluding GO rail)
5200,73,57,Transit (Excluding GO rail)
5200,74,66,Transit (Excluding GO rail)
5200,79,83,Transit (Excluding GO rail)
5201,13,265,Transit (Excluding GO rail)
5201,15,265,Transit (Excluding GO rail)
5201,43,132,Transit (Excluding GO rail)
5202,32,59,Transit (Excluding GO rail)
5202,36,123,Transit (Excluding GO rail)
5203,24,148,Transit (Excluding GO rail)
5203,27,45,Transit (Excluding GO rail)
5203,39,48,Transit (Excluding GO rail)
5203,40,72,Transit (Excluding GO rail)
5203,42,29,Transit (Excluding GO rail)
5203,50,158,Transit (Excluding GO rail)
5203,51,53,Transit (Excluding GO rail)
5203,58,45,Transit (Excluding GO rail)
5203,59,24,Transit (Excluding GO rail)
5203,68,62,Transit (Excluding GO rail)
5204,20,111,Transit (Excluding GO rail)
5204,23,90,Transit (Excluding GO rail)
5204,42,34,Transit (Excluding GO rail)
5204,60,90,Transit (Excluding GO rail)
5205,21,56,Transit (Excluding GO rail)
5205,46,116,Transit (Excluding GO rail)
5205,54,162,Transit (Excluding GO rail)
5205,55,177,Transit (Excluding GO rail)
5206,22,123,Transit (Excluding GO rail)
5206,53,87,Transit (Excluding GO rail)
5206,61,182,Transit (Excluding GO rail)
5207,51,112,Transit (Excluding GO rail)
5208,15,88,Transit (Excluding GO rail)
5208,16,21,Transit (Excluding GO rail)
5208,17,84,Transit (Excluding GO rail)
5208,19,109,Transit (Excluding GO rail)
5208,35,57,Transit (Excluding GO rail)
5208,36,36,Transit (Excluding GO rail)
5208,37,149,Transit (Excluding GO rail)
5208,40,212,Transit (Excluding GO rail)
5208,41,48,Transit (Excluding GO rail)
5208,43,40,Transit (Excluding GO rail)
5208,53,50,Transit (Excluding GO rail)
5208,57,121,Transit (Excluding GO rail)
5208,62,91,Transit (Excluding GO rail)
5208,65,131,Transit (Excluding GO rail)
5208,70,87,Transit (Excluding GO rail)
5208,75,59,Transit (Excluding GO rail)
5212,14,125,Transit (Excluding GO rail)
5212,20,64,Transit (Excluding GO rail)
5212,22,32,Transit (Excluding GO rail)
5212,41,125,Transit (Excluding GO rail)
5223,39,17,Transit (Excluding GO rail)
5226,77,26,Transit (Excluding GO rail)
5231,53,39,Transit (Excluding GO rail)
5232,27,16,Transit (Excluding GO rail)
5236,18,100,Transit (Excluding GO rail)
5236,41,66,Transit (Excluding GO rail)
5237,21,120,Transit (Excluding GO rail)
5238,21,63,Transit (Excluding GO rail)
5238,23,100,Transit (Excluding GO rail)
5238,58,13,Transit (Excluding GO rail)
5239,15,19,Transit (Excluding GO rail)
5239,76,29,Transit (Excluding GO rail)
5240,55,35,Transit (Excluding GO rail)
5240,81,26,Transit (Excluding GO rail)
5241,14,57,Transit (Excluding GO rail)
5241,15,57,Transit (Excluding GO rail)
5241,16,57,Transit (Excluding GO rail)
5241,17,72,Transit (Excluding GO rail)
5241,19,29,Transit (Excluding GO rail)
5241,20,112,Transit (Excluding GO rail)
5241,21,81,Transit (Excluding GO rail)
5241,28,177,Transit (Excluding GO rail)
5241,30,60,Transit (Excluding GO rail)
5241,31,72,Transit (Excluding GO rail)
5241,34,118,Transit (Excluding GO rail)
5241,41,15,Transit (Excluding GO rail)
5241,42,57,Transit (Excluding GO rail)
5241,43,66,Transit (Excluding GO rail)
5241,46,36,Transit (Excluding GO rail)
5241,47,107,Transit (Excluding GO rail)
5241,48,36,Transit (Excluding GO rail)
5241,50,141,Transit (Excluding GO rail)
5241,56,67,Transit (Excluding GO rail)
5241,60,134,Transit (Excluding GO rail)
5241,62,164,Transit (Excluding GO rail)
5241,66,118,Transit (Excluding GO rail)
5241,68,34,Transit (Excluding GO rail)
5241,73,52,Transit (Excluding GO rail)
5241,77,61,Transit (Excluding GO rail)
5242,20,269,Transit (Excluding GO rail)
5244,29,43,Transit (Excluding GO rail)
5244,42,50,Transit (Excluding GO rail)
5245,21,88,Transit (Excluding GO rail)
5246,18,232,Transit (Excluding GO rail)
5246,25,232,Transit (Excluding GO rail)
5247,98,18,Transit (Excluding GO rail)
5248,52,17,Transit (Excluding GO rail)
5252,84,53,Transit (Excluding GO rail)
5005,19,45,Cycle
5032,16,119,Cycle
5046,51,39,Cycle
5046,55,79,Cycle
5046,60,76,Cycle
5050,57,16,Cycle
5051,13,168,Cycle
5051,56,39,Cycle
5052,25,69,Cycle
5053,65,47,Cycle
5057,17,108,Cycle
5059,50,57,Cycle
5065,69,47,Cycle
5068,21,95,Cycle
5069,20,111,Cycle
5079,33,286,Cycle
5081,19,52,Cycle
5081,24,48,Cycle
5093,25,312,Cycle
5094,11,56,Cycle
5094,47,56,Cycle
5095,11,22,Cycle
5095,12,113,Cycle
5095,13,22,Cycle
5095,20,48,Cycle
5100,70,34,Cycle
5100,73,34,Cycle
5102,67,93,Cycle
5105,51,32,Cycle
5110,73,37,Cycle
5111,47,71,Cycle
5111,71,34,Cycle
5121,39,239,Cycle
5122,39,49,Cycle
5127,22,101,Cycle
5130,27,129,Cycle
5131,50,69,Cycle
5133,14,59,Cycle
5135,30,65,Cycle
5139,79,31,Cycle
5140,32,79,Cycle
5143,59,35,Cycle
5148,25,52,Cycle
5149,21,426,Cycle
5150,27,70,Cycle
5150,29,146,Cycle
5150,32,22,Cycle
5150,69,53,Cycle
5154,57,73,Cycle
5156,40,46,Cycle
5157,70,45,Cycle
5158,19,62,Cycle
5158,27,35,Cycle
5158,34,70,Cycle
5158,36,58,Cycle
5158,38,227,Cycle
5158,48,237,Cycle
5159,28,62,Cycle
5159,70,90,Cycle
5161,42,228,Cycle
5162,33,56,Cycle
5162,54,97,Cycle
5164,26,365,Cycle
5164,30,32,Cycle
5164,35,99,Cycle
5165,33,80,Cycle
5165,40,160,Cycle
5166,18,70,Cycle
5166,24,99,Cycle
5166,28,126,Cycle
5166,64,71,Cycle
5167,22,228,Cycle
5167,33,41,Cycle
5167,34,20,Cycle
5167,35,62,Cycle
5167,36,48,Cycle
5168,26,106,Cycle
5171,35,57,Cycle
5172,48,127,Cycle
5174,19,72,Cycle
5174,30,73,Cycle
5174,34,279,Cycle
5174,35,67,Cycle
5174,36,19,Cycle
5174,40,94,Cycle
5174,43,94,Cycle
5174,46,72,Cycle
5175,19,196,Cycle
5175,20,105,Cycle
5175,21,98,Cycle
5175,22,180,Cycle
5175,43,74,Cycle
5175,69,43,Cycle
5179,35,73,Cycle
5179,40,62,Cycle
5180,25,89,Cycle
5180,41,75,Cycle
5180,51,42,Cycle
5181,29,66,Cycle
5181,47,61,Cycle
5181,56,74,Cycle
5182,30,59,Cycle
5182,32,59,Cycle
5183,14,110,Cycle
5183,39,55,Cycle
5183,40,440,Cycle
5186,32,42,Cycle
5186,34,61,Cycle
5186,70,197,Cycle
5187,67,47,Cycle
5188,26,182,Cycle
5191,35,140,Cycle
5191,85,69,Cycle
5192,25,33,Cycle
5194,28,132,Cycle
5194,35,106,Cycle
5196,18,38,Cycle
5196,19,38,Cycle
5196,20,90,Cycle
5196,21,135,Cycle
5196,25,72,Cycle
5196,31,47,Cycle
5196,41,90,Cycle
5198,25,69,Cycle
5200,32,80,Cycle
5200,33,71,Cycle
5200,43,60,Cycle
5200,52,57,Cycle
5201,32,17,Cycle
5201,46,265,Cycle
5202,30,81,Cycle
5202,55,163,Cycle
5203,17,96,Cycle
5203,24,55,Cycle
5203,26,41,Cycle
5203,28,93,Cycle
5203,47,83,Cycle
5203,60,35,Cycle
5204,18,39,Cycle
5204,29,11,Cycle
5204,63,43,Cycle
5205,39,88,Cycle
5205,40,88,Cycle
5205,45,88,Cycle
5205,50,233,Cycle
5206,31,56,Cycle
5206,60,63,Cycle
5207,53,54,Cycle
5208,36,18,Cycle
5208,37,99,Cycle
5208,62,35,Cycle
5208,73,38,Cycle
5223,74,25,Cycle
5226,47,124,Cycle
5230,65,27,Cycle
5252,50,43,Cycle
5001,17,197,Auto driver
5001,26,141,Auto driver
5001,31,116,Auto driver
5001,33,116,Auto driver
5001,48,99,Auto driver
5001,49,197,Auto driver
5001,51,32,Auto driver
5001,56,493,Auto driver
5001,57,41,Auto driver
5001,58,41,Auto driver
5001,75,40,Auto driver
5002,30,165,Auto driver
5002,44,76,Auto driver
5002,46,294,Auto driver
5002,47,76,Auto driver
5002,49,239,Auto driver
5002,53,80,Auto driver
5002,58,31,Auto driver
5002,60,53,Auto driver
5002,63,105,Auto driver
5002,65,526,Auto driver
5002,68,54,Auto driver
5002,69,80,Auto driver
5002,70,151,Auto driver
5002,71,139,Auto driver
5002,72,275,Auto driver
5002,73,111,Auto driver
5002,74,160,Auto driver
5002,78,57,Auto driver
5002,80,132,Auto driver
5002,82,139,Auto driver
5002,84,13,Auto driver
5003,26,19,Auto driver
5003,34,39,Auto driver
5003,48,26,Auto driver
5003,49,162,Auto driver
5003,50,100,Auto driver
5003,55,38,Auto driver
5003,56,40,Auto driver
5003,65,40,Auto driver
5003,66,40,Auto driver
5003,69,59,Auto driver
5003,70,80,Auto driver
5003,72,145,Auto driver
5004,20,135,Auto driver
5004,24,221,Auto driver
5004,27,138,Auto driver
5004,29,138,Auto driver
5004,36,398,Auto driver
5004,52,406,Auto driver
5004,53,147,Auto driver
5004,55,79,Auto driver
5004,59,276,Auto driver
5004,60,79,Auto driver
5004,64,79,Auto driver
5004,70,117,Auto driver
5004,73,52,Auto driver
5004,75,207,Auto driver
5005,19,129,Auto driver
5005,21,273,Auto driver
5005,24,368,Auto driver
5005,28,323,Auto driver
5005,29,323,Auto driver
5005,30,573,Auto driver
5005,31,863,Auto driver
5005,32,1008,Auto driver
5005,33,274,Auto driver
5005,34,200,Auto driver
5005,35,833,Auto driver
5005,36,331,Auto driver
5005,37,367,Auto driver
5005,38,134,Auto driver
5005,39,707,Auto driver
5005,40,109,Auto driver
5005,41,148,Auto driver
5005,42,109,Auto driver
5005,44,136,Auto driver
5005,47,735,Auto driver
5005,48,162,Auto driver
5005,50,207,Auto driver
5005,53,849,Auto driver
5005,55,80,Auto driver
5005,58,61,Auto driver
5005,63,34,Auto driver
5005,78,53,Auto driver
5006,54,53,Auto driver
5007,29,210,Auto driver
5007,37,418,Auto driver
5007,38,136,Auto driver
5007,40,277,Auto driver
5007,42,212,Auto driver
5007,43,83,Auto driver
5007,44,135,Auto driver
5007,45,115,Auto driver
5007,70,93,Auto driver
5007,74,135,Auto driver
5007,78,43,Auto driver
5007,84,38,Auto driver
5008,39,37,Auto driver
5008,52,95,Auto driver
5008,53,90,Auto driver
5008,54,190,Auto driver
5008,56,179,Auto driver
5008,64,75,Auto driver
5008,67,101,Auto driver
5008,72,37,Auto driver
5009,21,243,Auto driver
5009,30,187,Auto driver
5009,31,175,Auto driver
5009,32,187,Auto driver
5009,33,187,Auto driver
5009,34,448,Auto driver
5009,35,127,Auto driver
5009,36,250,Auto driver
5009,37,462,Auto driver
5009,38,68,Auto driver
5009,41,96,Auto driver
5009,42,274,Auto driver
5009,45,181,Auto driver
5009,47,119,Auto driver
5009,50,230,Auto driver
5009,55,970,Auto driver
5009,61,448,Auto driver
5009,62,139,Auto driver
5009,67,186,Auto driver
5009,68,81,Auto driver
5009,78,19,Auto driver
5009,81,124,Auto driver
5010,75,17,Auto driver
5011,54,31,Auto driver
5011,55,194,Auto driver
5011,62,408,Auto driver
5011,67,40,Auto driver
5012,26,284,Auto driver
5012,45,24,Auto driver
5012,46,124,Auto driver
5012,48,124,Auto driver
5012,54,355,Auto driver
5012,57,75,Auto driver
5012,62,41,Auto driver
5012,66,40,Auto driver
5012,67,40,Auto driver
5012,72,70,Auto driver
5012,81,16,Auto driver
5014,54,63,Auto driver
5014,56,37,Auto driver
5016,36,230,Auto driver
5016,43,115,Auto driver
5016,62,146,Auto driver
5016,63,137,Auto driver
5018,43,267,Auto driver
5018,64,275,Auto driver
5018,76,31,Auto driver
5018,78,31,Auto driver
5020,28,18,Auto driver
5020,29,137,Auto driver
5020,31,167,Auto driver
5020,33,149,Auto driver
5020,34,388,Auto driver
5020,35,244,Auto driver
5020,36,71,Auto driver
5020,40,183,Auto driver
5020,41,248,Auto driver
5020,42,38,Auto driver
5020,43,182,Auto driver
5020,45,88,Auto driver
5020,46,162,Auto driver
5020,48,37,Auto driver
5020,49,80,Auto driver
5020,55,111,Auto driver
5020,56,30,Auto driver
5020,64,33,Auto driver
5020,67,37,Auto driver
5020,71,88,Auto driver
5020,75,20,Auto driver
5020,85,14,Auto driver
5026,59,43,Auto driver
5028,52,137,Auto driver
5028,63,113,Auto driver
5030,26,44,Auto driver
5030,28,44,Auto driver
5030,33,45,Auto driver
5030,37,194,Auto driver
5030,42,171,Auto driver
5030,47,326,Auto driver
5030,51,55,Auto driver
5030,53,27,Auto driver
5030,55,27,Auto driver
5030,56,44,Auto driver
5030,58,44,Auto driver
5030,62,176,Auto driver
5030,66,45,Auto driver
5030,70,49,Auto driver
5032,18,406,Auto driver
5032,20,161,Auto driver
5032,21,221,Auto driver
5032,26,528,Auto driver
5032,27,294,Auto driver
5032,28,142,Auto driver
5032,29,212,Auto driver
5032,32,76,Auto driver
5032,34,835,Auto driver
5032,35,243,Auto driver
5032,37,247,Auto driver
5032,38,217,Auto driver
5032,40,390,Auto driver
5032,42,211,Auto driver
5032,43,887,Auto driver
5032,44,356,Auto driver
5032,45,247,Auto driver
5032,46,401,Auto driver
5032,47,231,Auto driver
5032,48,402,Auto driver
5032,49,484,Auto driver
5032,50,149,Auto driver
5032,51,192,Auto driver
5032,52,615,Auto driver
5032,53,99,Auto driver
5032,54,18,Auto driver
5032,56,539,Auto driver
5032,57,18,Auto driver
5032,58,651,Auto driver
5032,59,145,Auto driver
5032,60,104,Auto driver
5032,61,168,Auto driver
5032,64,137,Auto driver
5032,65,123,Auto driver
5032,67,153,Auto driver
5032,68,58,Auto driver
5032,70,38,Auto driver
5032,72,83,Auto driver
5033,36,451,Auto driver
5033,41,139,Auto driver
5033,43,931,Auto driver
5033,68,78,Auto driver
5035,30,42,Auto driver
5035,60,439,Auto driver
5036,18,415,Auto driver
5036,20,296,Auto driver
5036,29,187,Auto driver
5036,38,24,Auto driver
5036,41,539,Auto driver
5036,47,592,Auto driver
5036,49,222,Auto driver
5036,54,145,Auto driver
5036,56,157,Auto driver
5036,62,206,Auto driver
5036,68,203,Auto driver
5036,70,28,Auto driver
5036,72,45,Auto driver
5036,75,81,Auto driver
5036,76,162,Auto driver
5037,29,185,Auto driver
5037,32,93,Auto driver
5037,47,167,Auto driver
5037,52,84,Auto driver
5037,70,21,Auto driver
5038,25,13,Auto driver
5038,27,20,Auto driver
5038,52,26,Auto driver
5038,54,26,Auto driver
5038,59,85,Auto driver
5039,75,29,Auto driver
5040,52,87,Auto driver
5040,55,67,Auto driver
5040,75,52,Auto driver
5040,77,28,Auto driver
5041,18,66,Auto driver
5041,23,150,Auto driver
5041,24,181,Auto driver
5041,25,31,Auto driver
5041,26,31,Auto driver
5041,28,83,Auto driver
5041,29,389,Auto driver
5041,30,329,Auto driver
5041,32,14,Auto driver
5041,33,329,Auto driver
5041,34,106,Auto driver
5041,35,135,Auto driver
5041,36,930,Auto driver
5041,37,125,Auto driver
5041,38,196,Auto driver
5041,39,115,Auto driver
5041,40,85,Auto driver
5041,41,89,Auto driver
5041,43,162,Auto driver
5041,45,538,Auto driver
5041,46,268,Auto driver
5041,47,109,Auto driver
5041,48,170,Auto driver
5041,49,195,Auto driver
5041,51,303,Auto driver
5041,53,212,Auto driver
5041,54,211,Auto driver
5041,55,410,Auto driver
5041,56,85,Auto driver
5041,57,241,Auto driver
5041,58,205,Auto driver
5041,59,318,Auto driver
5041,60,239,Auto driver
5041,61,82,Auto driver
5041,62,128,Auto driver
5041,63,251,Auto driver
5041,65,369,Auto driver
5041,66,138,Auto driver
5041,67,34,Auto driver
5041,68,31,Auto driver
5041,69,49,Auto driver
5041,70,103,Auto driver
5041,71,185,Auto driver
5041,73,68,Auto driver
5041,78,55,Auto driver
5041,83,55,Auto driver
5041,88,217,Auto driver
5041,94,61,Auto driver
5041,99,162,Auto driver
5044,24,44,Auto driver
5044,25,278,Auto driver
5044,27,51,Auto driver
5044,29,200,Auto driver
5044,31,100,Auto driver
5044,32,166,Auto driver
5044,34,49,Auto driver
5044,37,213,Auto driver
5044,38,227,Auto driver
5044,39,227,Auto driver
5044,40,207,Auto driver
5044,43,152,Auto driver
5044,45,55,Auto driver
5044,46,244,Auto driver
5044,52,44,Auto driver
5044,55,185,Auto driver
5044,56,199,Auto driver
5044,61,322,Auto driver
5044,62,61,Auto driver
5044,64,77,Auto driver
5044,65,31,Auto driver
5044,68,36,Auto driver
5044,69,36,Auto driver
5044,70,34,Auto driver
5044,99,19,Auto driver
5045,19,49,Auto driver
5045,20,162,Auto driver
5045,23,99,Auto driver
5045,26,76,Auto driver
5045,31,23,Auto driver
5045,32,275,Auto driver
5045,34,546,Auto driver
5045,36,83,Auto driver
5045,39,490,Auto driver
5045,44,58,Auto driver
5045,47,32,Auto driver
5045,49,152,Auto driver
5045,50,174,Auto driver
5045,52,204,Auto driver
5045,54,119,Auto driver
5045,55,454,Auto driver
5045,56,762,Auto driver
5045,57,118,Auto driver
5045,64,130,Auto driver
5045,65,40,Auto driver
5045,67,137,Auto driver
5045,75,161,Auto driver
5045,78,53,Auto driver
5046,19,61,Auto driver
5046,20,79,Auto driver
5046,22,64,Auto driver
5046,23,87,Auto driver
5046,25,157,Auto driver
5046,30,175,Auto driver
5046,32,55,Auto driver
5046,33,322,Auto driver
5046,34,306,Auto driver
5046,36,175,Auto driver
5046,37,653,Auto driver
5046,38,284,Auto driver
5046,39,304,Auto driver
5046,40,228,Auto driver
5046,42,174,Auto driver
5046,43,177,Auto driver
5046,44,637,Auto driver
5046,45,244,Auto driver
5046,46,90,Auto driver
5046,47,393,Auto driver
5046,49,165,Auto driver
5046,50,750,Auto driver
5046,51,51,Auto driver
5046,52,156,Auto driver
5046,53,204,Auto driver
5046,54,431,Auto driver
5046,55,308,Auto driver
5046,56,79,Auto driver
5046,57,438,Auto driver
5046,58,297,Auto driver
5046,59,128,Auto driver
5046,60,98,Auto driver
5046,61,205,Auto driver
5046,62,140,Auto driver
5046,63,95,Auto driver
5046,64,54,Auto driver
5046,65,333,Auto driver
5046,66,122,Auto driver
5046,67,54,Auto driver
5046,68,101,Auto driver
5046,71,34,Auto driver
5046,72,54,Auto driver
5046,74,93,Auto driver
5046,75,83,Auto driver
5046,77,83,Auto driver
5047,30,37,Auto driver
5047,39,98,Auto driver
5047,40,106,Auto driver
5047,41,181,Auto driver
5047,42,172,Auto driver
5047,43,158,Auto driver
5047,46,16,Auto driver
5047,51,58,Auto driver
5047,52,378,Auto driver
5047,56,51,Auto driver
5047,57,195,Auto driver
5047,58,211,Auto driver
5047,60,155,Auto driver
5047,61,138,Auto driver
5047,62,669,Auto driver
5047,63,235,Auto driver
5047,65,262,Auto driver
5047,66,133,Auto driver
5047,67,133,Auto driver
5047,68,191,Auto driver
5047,69,565,Auto driver
5047,70,267,Auto driver
5047,71,287,Auto driver
5047,72,382,Auto driver
5047,73,195,Auto driver
5047,74,439,Auto driver
5047,75,35,Auto driver
